Gene ID	% GC content
ENSG00000200702	44.12
ENSG00000212360	40.38
ENSG00000226260	43.05
ENSG00000231663	48.54
ENSG00000206961	50.76
ENSG00000169139	42.29
ENSG00000260762	43.82
ENSG00000265251	52.24
ENSG00000250390	39.70
ENSG00000111700	35.90
ENSG00000243373	51.71
ENSG00000251698	48.70
ENSG00000226624	56.23
ENSG00000200520	34.86
ENSG00000202324	49.59
ENSG00000213455	48.50
ENSG00000276479	32.63
ENSG00000251999	39.85
ENSG00000223672	55.66
ENSG00000242865	50.51
ENSG00000226030	48.72
ENSG00000146910	48.82
ENSG00000254900	46.79
ENSG00000275589	44.93
ENSG00000243267	58.57
ENSG00000233975	49.06
ENSG00000276015	38.94
ENSG00000252745	48.70
ENSG00000260022	40.12
ENSG00000276598	68.12
ENSG00000274611	60.12
ENSG00000276608	46.05
ENSG00000251994	47.89
ENSG00000068971	54.42
ENSG00000222285	44.86
ENSG00000260439	55.20
ENSG00000283242	27.27
ENSG00000283369	39.47
ENSG00000207515	34.91
ENSG00000172663	56.67
ENSG00000270234	49.10
ENSG00000281417	60.09
ENSG00000202356	54.08
ENSG00000240606	54.80
ENSG00000225386	38.41
ENSG00000207305	38.89
ENSG00000244236	56.76
ENSG00000207345	39.25
ENSG00000251256	41.90
ENSG00000212559	50.39
ENSG00000266626	41.00
ENSG00000276219	38.40
ENSG00000251977	46.73
ENSG00000238829	39.68
ENSG00000223746	41.47
ENSG00000264615	53.38
ENSG00000101463	46.16
ENSG00000252560	41.61
ENSG00000262327	39.27
ENSG00000274166	47.95
ENSG00000149609	59.35
ENSG00000265920	41.12
ENSG00000177640	38.26
ENSG00000207331	41.51
ENSG00000279936	46.87
ENSG00000256969	49.10
ENSG00000275014	52.14
ENSG00000201088	39.42
ENSG00000275780	56.06
ENSG00000201264	27.78
ENSG00000239148	38.35
ENSG00000257985	45.11
ENSG00000253015	46.65
ENSG00000278793	43.93
ENSG00000252183	37.38
ENSG00000200615	35.42
ENSG00000257955	45.24
ENSG00000201326	41.46
ENSG00000202260	48.52
ENSG00000232203	61.23
ENSG00000201410	34.72
ENSG00000230813	60.39
ENSG00000266841	45.65
ENSG00000212454	48.11
ENSG00000279036	65.40
ENSG00000207279	40.22
ENSG00000250075	37.28
ENSG00000199285	39.81
ENSG00000239080	45.19
ENSG00000188257	52.09
ENSG00000199627	42.06
ENSG00000240993	52.32
ENSG00000252242	36.36
ENSG00000274866	60.87
ENSG00000228476	54.34
ENSG00000200350	42.86
ENSG00000259067	47.86
ENSG00000199535	48.74
ENSG00000230487	53.15
ENSG00000227187	39.52
ENSG00000236976	45.37
ENSG00000182575	59.79
ENSG00000199975	51.46
ENSG00000238500	24.19
ENSG00000243059	51.01
ENSG00000260675	39.34
ENSG00000143199	41.76
ENSG00000240098	55.65
ENSG00000202406	51.21
ENSG00000202313	45.40
ENSG00000281295	56.93
ENSG00000249449	50.49
ENSG00000280750	45.11
ENSG00000207349	51.83
ENSG00000257434	36.43
ENSG00000202159	38.32
ENSG00000159261	46.47
ENSG00000242853	55.86
ENSG00000254430	48.43
ENSG00000260405	38.64
ENSG00000252045	49.26
ENSG00000252692	38.37
ENSG00000199837	56.35
ENSG00000214283	38.86
ENSG00000275655	54.86
ENSG00000222111	55.27
ENSG00000200926	39.17
ENSG00000248787	45.41
ENSG00000252321	52.81
ENSG00000202337	46.73
ENSG00000212517	43.90
ENSG00000226670	36.90
ENSG00000200783	51.52
ENSG00000201229	43.18
ENSG00000276839	54.28
ENSG00000243871	53.20
ENSG00000187800	57.04
ENSG00000201279	41.24
ENSG00000230345	47.70
ENSG00000260720	37.20
ENSG00000280178	60.26
ENSG00000206958	53.68
ENSG00000274857	43.93
ENSG00000212296	31.25
ENSG00000274272	65.59
ENSG00000232511	44.72
ENSG00000222389	33.33
ENSG00000212535	32.41
ENSG00000241997	49.83
ENSG00000260693	39.95
ENSG00000228611	41.95
ENSG00000207286	41.18
ENSG00000206284	51.89
ENSG00000222852	43.33
ENSG00000252346	47.52
ENSG00000132612	54.49
ENSG00000277785	43.48
ENSG00000260220	60.95
ENSG00000251900	48.54
ENSG00000273549	59.23
ENSG00000226998	33.89
ENSG00000266627	55.73
ENSG00000243672	38.92
ENSG00000265435	35.06
ENSG00000249493	35.73
ENSG00000207258	44.64
ENSG00000222267	34.34
ENSG00000265210	57.14
ENSG00000283156	36.90
ENSG00000201923	46.22
ENSG00000240106	56.90
ENSG00000225968	55.76
ENSG00000221102	52.71
ENSG00000227477	45.07
ENSG00000137251	34.78
ENSG00000263389	46.73
ENSG00000251947	44.36
ENSG00000251822	34.21
ENSG00000252470	34.95
ENSG00000262539	66.10
ENSG00000207326	39.47
ENSG00000212432	39.19
ENSG00000264402	32.99
ENSG00000183775	37.85
ENSG00000252051	49.25
ENSG00000228081	62.43
ENSG00000214305	56.18
ENSG00000201136	38.89
ENSG00000221537	35.29
ENSG00000249521	37.98
ENSG00000199756	37.27
ENSG00000251419	51.06
ENSG00000264840	52.31
ENSG00000274004	55.65
ENSG00000215853	44.75
ENSG00000228211	36.19
ENSG00000200687	52.73
ENSG00000276470	53.18
ENSG00000283471	40.00
ENSG00000202523	34.31
ENSG00000277599	55.97
ENSG00000252671	42.73
ENSG00000270429	48.60
ENSG00000224016	39.96
ENSG00000222355	35.98
ENSG00000283364	41.18
ENSG00000202472	55.12
ENSG00000244169	50.68
ENSG00000183258	59.55
ENSG00000262905	51.64
ENSG00000252032	37.14
ENSG00000250524	30.63
ENSG00000274275	43.38
ENSG00000262210	55.33
ENSG00000251898	51.47
ENSG00000221493	42.05
ENSG00000207190	39.25
ENSG00000259898	54.69
ENSG00000201596	37.27
ENSG00000213488	44.41
ENSG00000265279	61.74
ENSG00000149564	54.05
ENSG00000201476	48.31
ENSG00000206660	50.00
ENSG00000236036	47.03
ENSG00000273898	65.67
ENSG00000188786	43.61
ENSG00000207154	49.39
ENSG00000221445	62.20
ENSG00000252252	35.96
ENSG00000206774	37.38
ENSG00000265057	41.56
ENSG00000273036	55.72
ENSG00000200620	47.48
ENSG00000230521	65.13
ENSG00000225507	34.98
ENSG00000200051	32.47
ENSG00000275917	44.13
ENSG00000265727	53.16
ENSG00000282027	37.25
ENSG00000201807	41.79
ENSG00000222205	44.44
ENSG00000249777	42.56
ENSG00000197061	49.66
ENSG00000237447	39.65
ENSG00000274672	55.29
ENSG00000240964	50.35
ENSG00000212186	38.61
ENSG00000165105	40.00
ENSG00000130201	51.76
ENSG00000225840	49.73
ENSG00000151414	35.84
ENSG00000283187	41.30
ENSG00000238037	40.51
ENSG00000232189	55.17
ENSG00000241685	48.37
ENSG00000183444	49.34
ENSG00000206340	52.31
ENSG00000227994	64.02
ENSG00000224505	46.18
ENSG00000271329	43.99
ENSG00000069712	34.70
ENSG00000254319	39.77
ENSG00000237338	61.41
ENSG00000225196	52.22
ENSG00000280944	31.16
ENSG00000197150	57.04
ENSG00000177418	67.09
ENSG00000125848	35.11
ENSG00000283652	45.12
ENSG00000276547	45.43
ENSG00000240951	38.39
ENSG00000125352	54.55
ENSG00000064393	45.62
ENSG00000186416	42.08
ENSG00000279479	37.58
ENSG00000125835	46.19
ENSG00000281706	42.56
ENSG00000185087	41.39
ENSG00000189002	36.76
ENSG00000255903	48.21
ENSG00000273686	42.65
ENSG00000283617	42.49
ENSG00000283368	46.59
ENSG00000135953	41.84
ENSG00000266441	59.40
ENSG00000283494	47.38
ENSG00000275410	48.11
ENSG00000263797	39.05
ENSG00000283430	49.64
ENSG00000214897	59.75
ENSG00000136114	43.72
ENSG00000218198	43.54
ENSG00000236582	47.36
ENSG00000242547	50.87
ENSG00000273370	32.15
ENSG00000253196	57.64
ENSG00000283619	36.62
ENSG00000277437	78.69
ENSG00000232559	45.22
ENSG00000275469	34.86
ENSG00000213489	60.44
ENSG00000199962	39.45
ENSG00000271390	46.89
ENSG00000232614	31.51
ENSG00000255689	44.06
ENSG00000282889	41.82
ENSG00000278658	52.04
ENSG00000231019	36.01
ENSG00000211801	45.86
ENSG00000277580	38.46
ENSG00000262000	45.14
ENSG00000251377	40.87
ENSG00000204860	50.72
ENSG00000271584	38.17
ENSG00000283396	54.19
ENSG00000280917	69.64
ENSG00000197774	64.06
ENSG00000207351	45.13
ENSG00000217178	54.43
ENSG00000075303	35.47
ENSG00000249415	42.81
ENSG00000281668	49.47
ENSG00000249456	41.76
ENSG00000207931	39.58
ENSG00000238053	40.19
ENSG00000221296	36.49
ENSG00000283332	57.97
ENSG00000244318	50.84
ENSG00000134184	46.17
ENSG00000196979	54.43
ENSG00000274263	50.85
ENSG00000235561	48.58
ENSG00000200822	36.94
ENSG00000254034	46.23
ENSG00000261410	44.06
ENSG00000200101	32.04
ENSG00000169297	46.49
ENSG00000207814	41.67
ENSG00000103227	56.82
ENSG00000213480	53.67
ENSG00000199790	34.58
ENSG00000221031	36.46
ENSG00000264268	82.05
ENSG00000216663	45.74
ENSG00000156261	38.32
ENSG00000251897	43.12
ENSG00000265838	44.74
ENSG00000267686	37.60
ENSG00000272670	56.56
ENSG00000110330	38.86
ENSG00000273501	42.06
ENSG00000234063	46.71
ENSG00000199440	42.48
ENSG00000283544	36.88
ENSG00000201557	45.83
ENSG00000241665	53.66
ENSG00000267620	41.10
ENSG00000199787	54.81
ENSG00000280235	46.01
ENSG00000212332	43.27
ENSG00000117228	38.12
ENSG00000202296	42.99
ENSG00000212496	36.45
ENSG00000206952	44.03
ENSG00000231653	41.32
ENSG00000188747	62.38
ENSG00000275999	57.98
ENSG00000212499	54.21
ENSG00000229217	45.40
ENSG00000253620	38.70
ENSG00000200619	52.10
ENSG00000038945	35.52
ENSG00000202385	42.50
ENSG00000274800	41.17
ENSG00000264998	46.31
ENSG00000219438	54.37
ENSG00000258819	48.22
ENSG00000278682	48.88
ENSG00000243173	52.28
ENSG00000135441	55.05
ENSG00000281374	56.46
ENSG00000206791	64.67
ENSG00000137491	47.99
ENSG00000263772	48.73
ENSG00000232799	48.47
ENSG00000253048	44.44
ENSG00000261680	58.84
ENSG00000225967	43.80
ENSG00000212418	38.54
ENSG00000100678	43.55
ENSG00000246548	49.57
ENSG00000267560	38.84
ENSG00000252535	34.00
ENSG00000265158	50.34
ENSG00000223406	42.24
ENSG00000283186	37.82
ENSG00000207448	34.62
ENSG00000232901	45.92
ENSG00000281077	58.61
ENSG00000252881	31.37
ENSG00000243970	44.80
ENSG00000223786	36.45
ENSG00000238154	35.05
ENSG00000206865	45.54
ENSG00000199584	44.64
ENSG00000236391	44.06
ENSG00000255378	48.88
ENSG00000228572	59.60
ENSG00000275908	38.95
ENSG00000227062	34.69
ENSG00000199289	44.44
ENSG00000271340	42.31
ENSG00000222102	52.41
ENSG00000280755	41.37
ENSG00000218483	46.44
ENSG00000202358	36.45
ENSG00000277316	35.64
ENSG00000130338	43.15
ENSG00000261057	48.42
ENSG00000252581	40.62
ENSG00000239428	54.09
ENSG00000229080	30.90
ENSG00000283241	38.20
ENSG00000276957	30.22
ENSG00000201869	33.33
ENSG00000264435	58.37
ENSG00000260113	35.47
ENSG00000270618	38.22
ENSG00000238406	35.48
ENSG00000241003	42.30
ENSG00000275049	43.75
ENSG00000198780	38.67
ENSG00000224851	39.74
ENSG00000239185	42.62
ENSG00000251236	33.42
ENSG00000283485	38.07
ENSG00000244239	63.50
ENSG00000200903	53.12
ENSG00000279159	43.41
ENSG00000154252	49.18
ENSG00000252768	40.82
ENSG00000279426	56.57
ENSG00000250329	42.61
ENSG00000280184	45.63
ENSG00000276544	54.41
ENSG00000282960	40.27
ENSG00000223510	56.55
ENSG00000252691	52.38
ENSG00000239586	37.42
ENSG00000199395	50.88
ENSG00000252271	41.58
ENSG00000200624	60.50
ENSG00000085644	53.47
ENSG00000272243	36.55
ENSG00000282399	55.33
ENSG00000276516	53.82
ENSG00000283143	42.45
ENSG00000201570	38.73
ENSG00000224617	44.22
ENSG00000278591	46.60
ENSG00000239632	40.44
ENSG00000255583	36.67
ENSG00000010932	40.91
ENSG00000252673	61.94
ENSG00000267879	50.66
ENSG00000283263	42.71
ENSG00000276003	54.63
ENSG00000201180	38.32
ENSG00000223198	38.21
ENSG00000278704	47.38
ENSG00000275113	45.19
ENSG00000283147	38.32
ENSG00000198513	37.90
ENSG00000239455	46.08
ENSG00000222386	46.99
ENSG00000255337	43.92
ENSG00000215586	41.33
ENSG00000054690	48.02
ENSG00000206596	54.27
ENSG00000205085	46.71
ENSG00000277966	29.18
ENSG00000283154	39.07
ENSG00000223238	50.51
ENSG00000274814	33.65
ENSG00000283245	39.04
ENSG00000186163	41.61
ENSG00000233018	54.42
ENSG00000255020	53.90
ENSG00000260687	41.98
ENSG00000058085	43.28
ENSG00000282875	54.77
ENSG00000213128	52.36
ENSG00000213147	50.00
ENSG00000256637	34.74
ENSG00000283266	37.93
ENSG00000221995	52.56
ENSG00000187583	62.65
ENSG00000278695	57.46
ENSG00000243646	46.79
ENSG00000110900	51.34
ENSG00000260641	42.11
ENSG00000172382	61.19
ENSG00000227982	38.50
ENSG00000166748	39.04
ENSG00000235243	42.71
ENSG00000226789	49.31
ENSG00000152219	36.48
ENSG00000232019	61.09
ENSG00000228848	43.85
ENSG00000224923	47.03
ENSG00000283472	39.78
ENSG00000197893	43.56
ENSG00000123119	37.05
ENSG00000283382	40.46
ENSG00000233515	41.67
ENSG00000279362	50.74
ENSG00000267168	49.68
ENSG00000184423	46.06
ENSG00000234092	44.88
ENSG00000283253	47.35
ENSG00000248261	41.39
ENSG00000283182	52.79
ENSG00000224583	36.97
ENSG00000283623	36.66
ENSG00000242488	50.94
ENSG00000126903	60.86
ENSG00000283590	58.82
ENSG00000253097	42.86
ENSG00000118308	38.54
ENSG00000149311	37.52
ENSG00000267281	42.98
ENSG00000243251	41.25
ENSG00000266746	50.45
ENSG00000088832	45.47
ENSG00000283179	38.82
ENSG00000273642	53.97
ENSG00000267709	49.57
ENSG00000283220	51.27
ENSG00000226366	53.22
ENSG00000283620	62.90
ENSG00000151500	43.95
ENSG00000103769	40.10
ENSG00000283277	54.90
ENSG00000279257	71.43
ENSG00000261469	64.03
ENSG00000275936	60.91
ENSG00000283295	43.38
ENSG00000251655	40.39
ENSG00000283191	43.89
ENSG00000282797	52.38
ENSG00000283194	43.90
ENSG00000254601	41.56
ENSG00000152558	40.62
ENSG00000244302	37.05
ENSG00000201239	42.71
ENSG00000138035	39.78
ENSG00000200304	40.18
ENSG00000274798	34.97
ENSG00000283229	53.65
ENSG00000082146	38.23
ENSG00000279115	49.75
ENSG00000217874	45.65
ENSG00000104613	41.11
ENSG00000201641	42.73
ENSG00000279471	45.50
ENSG00000270524	42.58
ENSG00000181885	61.53
ENSG00000260683	45.63
ENSG00000260738	45.30
ENSG00000238886	39.02
ENSG00000238875	42.15
ENSG00000127080	47.93
ENSG00000252521	32.00
ENSG00000215914	72.13
ENSG00000252601	35.65
ENSG00000241074	54.06
ENSG00000240869	51.80
ENSG00000135521	39.74
ENSG00000049130	36.84
ENSG00000264809	51.27
ENSG00000200418	43.09
ENSG00000113282	37.77
ENSG00000105383	43.84
ENSG00000278782	47.24
ENSG00000267530	54.26
ENSG00000215908	53.58
ENSG00000274078	55.29
ENSG00000246560	39.07
ENSG00000132376	53.88
ENSG00000212526	39.81
ENSG00000251771	41.35
ENSG00000274629	36.71
ENSG00000186815	50.56
ENSG00000265392	65.08
ENSG00000113163	37.13
ENSG00000251884	59.14
ENSG00000241243	50.88
ENSG00000265744	39.71
ENSG00000280244	40.35
ENSG00000077522	43.06
ENSG00000283224	40.30
ENSG00000235772	50.35
ENSG00000279518	35.32
ENSG00000258154	78.16
ENSG00000267128	52.61
ENSG00000275094	43.18
ENSG00000283310	44.19
ENSG00000085831	51.40
ENSG00000251371	42.76
ENSG00000283233	54.51
ENSG00000283467	41.70
ENSG00000231867	42.00
ENSG00000170779	52.06
ENSG00000238201	47.25
ENSG00000100884	58.07
ENSG00000108854	39.40
ENSG00000283553	37.52
ENSG00000128040	44.64
ENSG00000236262	48.00
ENSG00000274129	55.98
ENSG00000131019	54.66
ENSG00000283460	36.57
ENSG00000231686	63.97
ENSG00000182378	53.82
ENSG00000274953	46.36
ENSG00000283299	50.09
ENSG00000229338	45.77
ENSG00000238933	45.54
ENSG00000226175	45.06
ENSG00000283495	35.82
ENSG00000065243	36.25
ENSG00000261318	44.04
ENSG00000258952	46.38
ENSG00000282682	60.48
ENSG00000255131	44.75
ENSG00000235699	49.36
ENSG00000258600	34.74
ENSG00000277923	55.06
ENSG00000283151	56.21
ENSG00000276399	56.12
ENSG00000282037	34.08
ENSG00000087495	47.63
ENSG00000234464	36.99
ENSG00000262477	47.96
ENSG00000235356	38.36
ENSG00000173611	40.94
ENSG00000235859	47.57
ENSG00000041357	42.32
ENSG00000238033	43.51
ENSG00000258549	40.69
ENSG00000277631	42.59
ENSG00000233255	42.43
ENSG00000168904	38.12
ENSG00000213260	42.33
ENSG00000225339	46.28
ENSG00000153086	39.53
ENSG00000172377	49.10
ENSG00000181409	61.42
ENSG00000224331	54.52
ENSG00000249053	66.29
ENSG00000255058	37.57
ENSG00000104537	44.25
ENSG00000115486	46.19
ENSG00000226567	48.82
ENSG00000280037	45.03
ENSG00000225479	37.70
ENSG00000112164	51.97
ENSG00000274330	43.26
ENSG00000282602	59.38
ENSG00000255554	49.27
ENSG00000182985	38.54
ENSG00000260171	38.37
ENSG00000231860	50.88
ENSG00000260773	42.07
ENSG00000225704	42.67
ENSG00000224440	49.60
ENSG00000249285	36.14
ENSG00000202229	39.62
ENSG00000252013	39.33
ENSG00000281112	65.59
ENSG00000185231	42.78
ENSG00000281613	40.15
ENSG00000116898	49.28
ENSG00000278778	58.70
ENSG00000266203	50.85
ENSG00000200887	40.00
ENSG00000115616	40.47
ENSG00000164291	36.73
ENSG00000263908	45.95
ENSG00000269480	49.26
ENSG00000238275	58.21
ENSG00000264371	44.05
ENSG00000282154	69.81
ENSG00000283676	42.11
ENSG00000137124	51.48
ENSG00000208017	54.00
ENSG00000283326	57.58
ENSG00000269836	54.55
ENSG00000271932	39.25
ENSG00000178764	46.32
ENSG00000282371	59.18
ENSG00000278520	59.38
ENSG00000251258	40.13
ENSG00000264511	44.68
ENSG00000250384	53.11
ENSG00000207622	56.57
ENSG00000230044	46.76
ENSG00000266738	63.64
ENSG00000265291	64.29
ENSG00000264646	40.20
ENSG00000207923	34.38
ENSG00000277521	70.24
ENSG00000264793	44.59
ENSG00000196605	45.78
ENSG00000149554	37.72
ENSG00000283637	53.75
ENSG00000265003	65.43
ENSG00000206671	43.40
ENSG00000261277	40.85
ENSG00000227609	55.17
ENSG00000266887	55.93
ENSG00000222246	64.91
ENSG00000259420	54.05
ENSG00000199075	55.84
ENSG00000263453	66.67
ENSG00000221440	45.24
ENSG00000207922	64.89
ENSG00000275718	46.28
ENSG00000226513	49.48
ENSG00000221287	53.15
ENSG00000221265	33.63
ENSG00000274828	49.81
ENSG00000244308	50.87
ENSG00000235467	48.26
ENSG00000277138	37.65
ENSG00000264233	48.84
ENSG00000233354	49.08
ENSG00000264536	45.00
ENSG00000267146	39.83
ENSG00000221442	28.57
ENSG00000172965	44.65
ENSG00000199047	53.03
ENSG00000182487	54.14
ENSG00000199411	41.86
ENSG00000283327	45.83
ENSG00000239705	45.44
ENSG00000109618	36.27
ENSG00000207689	32.99
ENSG00000207785	55.95
ENSG00000283523	53.97
ENSG00000252891	43.64
ENSG00000198756	40.44
ENSG00000229955	36.70
ENSG00000263372	37.50
ENSG00000257740	48.80
ENSG00000207970	49.48
ENSG00000202566	38.82
ENSG00000222934	47.23
ENSG00000221949	58.20
ENSG00000109771	40.80
ENSG00000207969	40.43
ENSG00000272934	54.66
ENSG00000244314	54.71
ENSG00000240294	53.61
ENSG00000166411	44.46
ENSG00000186994	55.19
ENSG00000235724	37.72
ENSG00000278917	37.38
ENSG00000253053	46.10
ENSG00000200779	43.27
ENSG00000254671	42.75
ENSG00000252151	44.66
ENSG00000257354	40.48
ENSG00000275362	55.31
ENSG00000212571	47.46
ENSG00000272142	46.38
ENSG00000276991	54.64
ENSG00000276670	42.29
ENSG00000112245	39.41
ENSG00000206645	39.22
ENSG00000224120	52.56
ENSG00000252657	50.00
ENSG00000244003	52.86
ENSG00000073711	39.07
ENSG00000274228	63.97
ENSG00000175267	46.72
ENSG00000202417	46.90
ENSG00000272381	39.40
ENSG00000114544	45.99
ENSG00000264450	40.46
ENSG00000276685	53.93
ENSG00000187504	41.42
ENSG00000206654	42.31
ENSG00000230817	37.03
ENSG00000266719	44.44
ENSG00000236271	53.48
ENSG00000238628	41.35
ENSG00000200063	59.69
ENSG00000238845	39.82
ENSG00000274709	39.44
ENSG00000183706	45.38
ENSG00000274986	65.33
ENSG00000263243	43.25
ENSG00000207158	43.93
ENSG00000252499	41.05
ENSG00000251873	51.22
ENSG00000279473	47.57
ENSG00000202248	56.30
ENSG00000201157	44.16
ENSG00000207404	41.82
ENSG00000236131	42.11
ENSG00000252903	35.24
ENSG00000263615	49.45
ENSG00000146374	36.08
ENSG00000201448	40.31
ENSG00000223013	47.12
ENSG00000266461	63.10
ENSG00000241188	50.17
ENSG00000212542	47.71
ENSG00000186105	32.72
ENSG00000252395	40.19
ENSG00000275127	43.48
ENSG00000259863	56.05
ENSG00000212370	42.99
ENSG00000200917	37.50
ENSG00000226174	55.60
ENSG00000224540	52.70
ENSG00000283484	47.44
ENSG00000199357	39.18
ENSG00000269296	34.71
ENSG00000199348	42.99
ENSG00000137168	44.26
ENSG00000276626	43.44
ENSG00000275823	31.51
ENSG00000200924	42.99
ENSG00000233087	42.55
ENSG00000266204	56.67
ENSG00000251895	35.14
ENSG00000200605	40.37
ENSG00000206613	40.37
ENSG00000167332	39.69
ENSG00000207706	41.38
ENSG00000224405	46.60
ENSG00000222664	46.39
ENSG00000200072	44.26
ENSG00000182362	53.10
ENSG00000275646	51.15
ENSG00000200278	50.00
ENSG00000065534	45.34
ENSG00000252960	44.08
ENSG00000281072	58.44
ENSG00000225735	40.27
ENSG00000222054	55.14
ENSG00000172270	62.58
ENSG00000263909	46.60
ENSG00000279591	51.96
ENSG00000256349	50.14
ENSG00000199515	44.09
ENSG00000275808	54.96
ENSG00000264778	46.07
ENSG00000252866	57.14
ENSG00000252042	43.01
ENSG00000272330	28.48
ENSG00000236590	39.70
ENSG00000277081	44.81
ENSG00000263813	52.94
ENSG00000274647	49.11
ENSG00000236393	48.40
ENSG00000186119	45.75
ENSG00000222777	41.84
ENSG00000233832	42.86
ENSG00000245958	36.55
ENSG00000207371	39.64
ENSG00000241757	51.34
ENSG00000260328	53.92
ENSG00000254893	54.78
ENSG00000207401	41.18
ENSG00000243323	55.08
ENSG00000262786	55.39
ENSG00000201616	46.01
ENSG00000203280	50.17
ENSG00000270718	39.57
ENSG00000201990	44.66
ENSG00000283230	37.14
ENSG00000200496	47.01
ENSG00000275160	47.37
ENSG00000253031	47.62
ENSG00000227734	33.07
ENSG00000105370	49.17
ENSG00000279110	49.26
ENSG00000238423	40.30
ENSG00000266784	41.12
ENSG00000275453	41.43
ENSG00000200013	39.05
ENSG00000255156	44.95
ENSG00000163681	38.95
ENSG00000276103	44.44
ENSG00000265545	40.17
ENSG00000282134	54.75
ENSG00000200487	52.94
ENSG00000254272	44.93
ENSG00000252913	40.00
ENSG00000100100	51.25
ENSG00000252598	47.00
ENSG00000013288	54.58
ENSG00000230006	35.08
ENSG00000274280	68.35
ENSG00000263947	54.04
ENSG00000251034	39.25
ENSG00000277925	67.12
ENSG00000272443	45.05
ENSG00000138621	47.94
ENSG00000257725	36.38
ENSG00000222231	38.95
ENSG00000145414	36.36
ENSG00000199711	41.18
ENSG00000199426	44.72
ENSG00000276365	47.73
ENSG00000183036	43.60
ENSG00000263572	46.97
ENSG00000200189	43.93
ENSG00000242928	50.83
ENSG00000213049	48.33
ENSG00000260988	42.98
ENSG00000212556	44.12
ENSG00000252724	50.53
ENSG00000139645	53.52
ENSG00000199645	40.95
ENSG00000266019	38.75
ENSG00000252794	46.86
ENSG00000263490	55.51
ENSG00000279319	34.93
ENSG00000180694	38.54
ENSG00000243549	50.34
ENSG00000207300	38.94
ENSG00000274772	49.66
ENSG00000263794	54.36
ENSG00000207581	52.73
ENSG00000266381	56.04
ENSG00000250411	42.34
ENSG00000275472	38.24
ENSG00000207193	43.00
ENSG00000178607	45.10
ENSG00000173585	43.96
ENSG00000238812	46.77
ENSG00000283454	56.06
ENSG00000281608	39.38
ENSG00000252909	40.98
ENSG00000277762	51.06
ENSG00000213533	48.39
ENSG00000198331	41.34
ENSG00000276530	70.25
ENSG00000243883	52.96
ENSG00000275982	36.17
ENSG00000171431	40.47
ENSG00000168765	49.98
ENSG00000125834	48.13
ENSG00000274581	45.83
ENSG00000202268	44.34
ENSG00000222609	37.76
ENSG00000239279	51.85
ENSG00000276420	47.48
ENSG00000167645	55.37
ENSG00000278404	69.63
ENSG00000252802	44.12
ENSG00000150527	38.28
ENSG00000207019	37.74
ENSG00000253190	53.21
ENSG00000238410	39.26
ENSG00000253143	42.71
ENSG00000243974	49.29
ENSG00000252727	56.82
ENSG00000275559	47.79
ENSG00000232924	37.54
ENSG00000253967	41.51
ENSG00000266420	53.64
ENSG00000238529	36.45
ENSG00000163017	45.18
ENSG00000201827	38.46
ENSG00000248757	36.07
ENSG00000264978	55.56
ENSG00000201260	38.32
ENSG00000200381	60.50
ENSG00000223335	41.12
ENSG00000249289	35.62
ENSG00000265745	52.68
ENSG00000243770	49.84
ENSG00000252475	45.19
ENSG00000278410	36.90
ENSG00000157330	43.81
ENSG00000232459	46.33
ENSG00000199377	35.04
ENSG00000222320	35.51
ENSG00000201980	43.14
ENSG00000251875	37.80
ENSG00000213366	46.70
ENSG00000264847	45.65
ENSG00000202522	39.82
ENSG00000271852	36.67
ENSG00000202239	39.05
ENSG00000202293	45.83
ENSG00000277066	34.44
ENSG00000258216	37.51
ENSG00000199892	46.71
ENSG00000200816	44.70
ENSG00000087303	43.25
ENSG00000087338	37.77
ENSG00000238730	40.32
ENSG00000201618	53.70
ENSG00000276291	39.23
ENSG00000212216	43.93
ENSG00000189186	35.74
ENSG00000176986	47.03
ENSG00000275230	48.94
ENSG00000121797	45.43
ENSG00000212248	43.93
ENSG00000252951	49.57
ENSG00000206924	41.12
ENSG00000241537	38.37
ENSG00000278237	28.28
ENSG00000283271	42.86
ENSG00000240474	59.67
ENSG00000267808	43.23
ENSG00000269982	46.14
ENSG00000212612	43.93
ENSG00000282239	48.40
ENSG00000221643	56.80
ENSG00000244071	39.93
ENSG00000278121	57.80
ENSG00000200831	37.84
ENSG00000224062	50.82
ENSG00000183185	38.49
ENSG00000206779	43.56
ENSG00000253564	48.64
ENSG00000200889	41.13
ENSG00000229753	38.20
ENSG00000221216	47.06
ENSG00000254685	34.35
ENSG00000277953	57.07
ENSG00000267275	50.42
ENSG00000143512	43.76
ENSG00000230750	40.48
ENSG00000199577	39.62
ENSG00000269959	57.03
ENSG00000279085	45.79
ENSG00000252812	43.89
ENSG00000233993	43.23
ENSG00000282272	56.86
ENSG00000265401	54.44
ENSG00000176923	45.60
ENSG00000214045	57.97
ENSG00000274424	53.26
ENSG00000283142	48.07
ENSG00000283236	38.76
ENSG00000243782	51.60
ENSG00000282392	68.09
ENSG00000253379	37.62
ENSG00000213774	62.22
ENSG00000251148	50.36
ENSG00000226575	44.02
ENSG00000252634	42.23
ENSG00000250923	49.75
ENSG00000266002	38.92
ENSG00000236484	48.31
ENSG00000202515	60.67
ENSG00000229700	53.50
ENSG00000213770	56.10
ENSG00000257603	43.83
ENSG00000227599	41.16
ENSG00000254831	54.11
ENSG00000252992	47.40
ENSG00000282078	45.83
ENSG00000185000	63.02
ENSG00000242022	37.42
ENSG00000252312	43.64
